"","gender","education_level","institution_type","it_student","location","load_shedding","financial_condition","internet_type","network_type","class_duration","self_lms","device","adaptivity_level","age_numeric"
"796","Girl","College","Non Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",18
"797","Boy","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate",23
"798","Boy","University","Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate",23
"799","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"800","Girl","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate",23
"801","Girl","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",18
"802","Boy","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",13
"803","Boy","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Computer","Low",13
"804","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"805","Boy","University","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Low",23
"806","Boy","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low",8
"807","Girl","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate",13
"808","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"809","Boy","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"810","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",23
"811","Boy","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Computer","High",28
"812","Girl","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"813","Girl","College","Non Government","No","Yes","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"814","Boy","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low",23
"815","Boy","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","High",13
"816","Girl","School","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"817","Boy","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate",18
"818","Boy","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"819","Girl","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",18
"820","Boy","School","Government","No","No","Low","Poor","Mobile Data","3G","0","No","Mobile","Low",13
"821","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"822","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",8
"823","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",13
"824","Boy","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"825","Girl","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",18
"826","Boy","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"827","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",23
"828","Girl","University","Non Government","Yes","No","High","Mid","Wifi","4G","1-3","Yes","Computer","Moderate",23
"829","Boy","University","Non Government","Yes","No","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate",23
"830","Boy","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate",18
"831","Boy","College","Government","No","Yes","High","Mid","Mobile Data","4G","1-3","No","Mobile","Low",18
"832","Boy","School","Non Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"833","Boy","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"834","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"835","Girl","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Computer","Low",23
"836","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"837","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"838","Boy","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"839","Boy","University","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",23
"840","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",8
"841","Girl","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",3
"842","Girl","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","High",18
"843","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"844","Boy","University","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Computer","Moderate",18
"845","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",13
"846","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"847","Girl","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"848","Girl","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"849","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","High",8
"850","Girl","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"851","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"852","Girl","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low",18
"853","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"854","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"855","Girl","School","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low",18
"856","Girl","College","Government","No","No","High","Mid","Mobile Data","4G","0","No","Mobile","Low",23
"857","Girl","School","Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Low",13
"858","Girl","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",18
"859","Boy","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",28
"860","Girl","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"861","Boy","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",23
"862","Boy","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Moderate",23
"863","Girl","University","Government","No","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Low",28
"864","Girl","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low",8
"865","Girl","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Low",23
"866","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"867","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"868","Girl","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate",18
"869","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"870","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",8
"871","Boy","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"872","Boy","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"873","Boy","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"874","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","0","No","Mobile","Low",18
"875","Girl","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"876","Girl","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Moderate",23
"877","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"878","Girl","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"879","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"880","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"881","Girl","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"882","Girl","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Low",13
"883","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"884","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate",13
"885","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",23
"886","Boy","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate",18
"887","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"888","Boy","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate",23
"889","Girl","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Computer","Moderate",18
"890","Boy","University","Non Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",28
"891","Boy","University","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Computer","Moderate",18
"892","Girl","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",18
"893","Girl","School","Non Government","No","Yes","Low","Poor","Wifi","3G","1-3","No","Mobile","Moderate",13
"894","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"895","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",8
"896","Girl","University","Non Government","Yes","No","High","Mid","Wifi","4G","1-3","Yes","Computer","Moderate",23
"897","Girl","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low",23
"898","Boy","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate",18
"899","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Low",23
"900","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",23
"901","Girl","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",18
"902","Boy","University","Non Government","No","No","Low","Mid","Mobile Data","4G","1-3","Yes","Mobile","Moderate",23
"903","Boy","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",13
"904","Girl","College","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate",18
"905","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",13
"906","Boy","School","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Mobile","High",8
"907","Girl","School","Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Low",13
"908","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"909","Boy","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate",8
"910","Boy","School","Non Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low",13
"911","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"912","Boy","University","Government","No","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Low",18
"913","Boy","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",23
"914","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"915","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",8
"916","Boy","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",23
"917","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"918","Boy","University","Government","Yes","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",28
"919","Boy","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High",23
"920","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"921","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"922","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"923","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","No","Computer","Moderate",23
"924","Boy","College","Government","Yes","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",18
"925","Girl","University","Non Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","High",23
"926","Girl","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",23
"927","Boy","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",23
"928","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"929","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",8
"930","Girl","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate",13
"931","Girl","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"932","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"933","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"934","Boy","University","Non Government","Yes","Yes","High","Poor","Wifi","3G","3-6","No","Computer","Moderate",23
"935","Boy","School","Government","No","No","High","Mid","Mobile Data","2G","0","No","Mobile","Low",8
"936","Boy","College","Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Tab","Moderate",18
"937","Boy","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Tab","High",23
"938","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"939","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"940","Girl","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","High",8
"941","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"942","Boy","University","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",23
"943","Girl","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"944","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",13
"945","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate",23
"946","Boy","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"947","Boy","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"948","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"949","Boy","College","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"950","Boy","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Moderate",23
"951","Boy","University","Non Government","Yes","Yes","High","Poor","Wifi","3G","3-6","No","Mobile","Low",23
"952","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Low",23
"953","Boy","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate",18
"954","Boy","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"955","Girl","School","Non Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","High",8
"956","Boy","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low",13
"957","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",13
"958","Boy","University","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",23
"959","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",8
"960","Girl","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"961","Girl","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Low",18
"962","Boy","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"963","Boy","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","Yes","Computer","High",23
"964","Girl","University","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",23
"965","Girl","College","Non Government","No","Yes","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"966","Boy","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"967","Boy","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",23
"968","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",23
"969","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"970","Boy","University","Government","Yes","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",28
"971","Girl","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate",13
"972","Girl","School","Non Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low",13
"973","Girl","University","Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low",28
"974","Boy","School","Government","No","Yes","Low","Rich","Mobile Data","4G","1-3","No","Mobile","Moderate",18
"975","Boy","University","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Low",23
"976","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"977","Boy","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"978","Boy","School","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",8
"979","Boy","School","Government","No","No","High","Mid","Mobile Data","2G","0","No","Mobile","Low",8
"980","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"981","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"982","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"983","Boy","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low",23
"984","Boy","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate",18
"985","Girl","College","Government","No","No","High","Mid","Mobile Data","3G","0","No","Mobile","Low",23
"986","Boy","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"987","Boy","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"988","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",13
"989","Boy","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",23
"990","Boy","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low",28
"991","Girl","University","Non Government","No","Yes","High","Poor","Wifi","4G","3-6","No","Mobile","Low",23
"992","Boy","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Computer","Low",13
"993","Girl","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",18
"994","Boy","University","Government","No","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Low",18
"995","Boy","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"996","Girl","School","Government","No","No","Low","Rich","Mobile Data","4G","1-3","No","Mobile","High",18
"997","Boy","University","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",23
"998","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"999","Girl","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Low",13
"1000","Boy","University","Government","No","No","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",18
"1001","Boy","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low",13
"1002","Girl","College","Non Government","No","No","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"1003","Boy","University","Non Government","Yes","Yes","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Moderate",23
"1004","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1005","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1006","Boy","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1007","Girl","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","Moderate",23
"1008","Girl","University","Non Government","No","Yes","High","Mid","Mobile Data","4G","1-3","Yes","Mobile","Moderate",23
"1009","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"1010","Boy","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low",13
"1011","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate",23
"1012","Girl","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1013","Girl","University","Government","No","No","Low","Mid","Mobile Data","2G","1-3","No","Mobile","Low",23
"1014","Girl","University","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",28
"1015","Girl","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",18
"1016","Boy","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"1017","Boy","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low",18
"1018","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"1019","Girl","College","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",18
"1020","Boy","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1021","Boy","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"1022","Boy","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Computer","Moderate",23
"1023","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate",13
"1024","Boy","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",23
"1025","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",23
"1026","Boy","University","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",28
"1027","Boy","School","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Computer","Low",13
"1028","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",18
"1029","Girl","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low",18
"1030","Girl","College","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"1031","Girl","School","Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","Low",13
"1032","Girl","School","Non Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","High",8
"1033","Girl","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"1034","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",13
"1035","Girl","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","Moderate",23
"1036","Girl","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Low",23
"1037","Boy","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",3
"1038","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Mobile","Moderate",23
"1039","Girl","College","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",18
"1040","Girl","School","Non Government","No","Yes","Low","Rich","Wifi","3G","1-3","No","Mobile","High",13
"1041","Boy","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low",13
"1042","Girl","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"1043","Boy","University","Non Government","No","Yes","High","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate",23
"1044","Boy","University","Government","Yes","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low",23
"1045","Girl","College","Non Government","No","Yes","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"1046","Boy","University","Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Computer","Low",23
"1047","Boy","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Tab","Moderate",23
"1048","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"1049","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1050","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1051","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1052","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate",23
"1053","Girl","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate",13
"1054","Boy","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low",13
"1055","Boy","School","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",3
"1056","Girl","School","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"1057","Girl","University","Non Government","No","Yes","Low","Rich","Wifi","4G","3-6","No","Tab","Moderate",23
"1058","Boy","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"1059","Girl","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","Moderate",23
"1060","Boy","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low",13
